"new_certificationexternalid","new_certificationname","new_dateearned","new_document","new_expirydate","importsequencenumber","new_issuer","new_referencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit","new_vendor"
"5d428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-08-14 00:00:00.0000000","","2028-08-13 00:00:00.0000000","21","Vincotte","BE-ISMS-2025-0651","1","0","4","","4669943","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7dfae3b2-a48c-f111-8076-000d3a81e01c"
"5b428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-02-27 00:00:00.0000000","","2028-02-26 00:00:00.0000000","21","Vincotte","BE-QMS-2025-0651","1","0","4","","4669942","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7dfae3b2-a48c-f111-8076-000d3a81e01c"
"59428a58-aa8c-f111-8076-002248eb7656","AWS Advanced Tier Services Partner","2026-01-20 00:00:00.0000000","","2026-12-31 00:00:00.0000000","21","Amazon Web Services","APN-ADV-2026-NL-055","1","0","4","","4669941","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7cfae3b2-a48c-f111-8076-000d3a81e01c"
"57428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-02-16 00:00:00.0000000","","2028-02-15 00:00:00.0000000","21","DEKRA Certification","NL-ITSM-2025-7729","1","0","4","","4669940","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7cfae3b2-a48c-f111-8076-000d3a81e01c"
"55428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-09-16 00:00:00.0000000","","2027-09-15 00:00:00.0000000","21","DEKRA Certification","NL-ISMS-2024-7729","1","0","4","","4669939","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7cfae3b2-a48c-f111-8076-000d3a81e01c"
"53428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-11-14 00:00:00.0000000","","2027-11-13 00:00:00.0000000","21","CREST","CREST-PT-DE-3350","1","0","4","","4669938","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7bfae3b2-a48c-f111-8076-000d3a81e01c"
"51428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-07-21 00:00:00.0000000","","2028-07-20 00:00:00.0000000","21","TUV SUD","DE-ISMS-2025-3350","1","0","4","","4669937","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7bfae3b2-a48c-f111-8076-000d3a81e01c"
"4f428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-06-02 00:00:00.0000000","","2028-06-01 00:00:00.0000000","21","TUV Rheinland","DE-PIMS-2025-4423","1","0","4","","4669936","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7afae3b2-a48c-f111-8076-000d3a81e01c"
"4d428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-12-09 00:00:00.0000000","","2027-12-08 00:00:00.0000000","21","TUV Rheinland","DE-ISMS-2024-4423","1","0","4","","4669935","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7afae3b2-a48c-f111-8076-000d3a81e01c"
"4b428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-08-19 00:00:00.0000000","","2028-08-18 00:00:00.0000000","21","TUV Rheinland","DE-QMS-2025-3390","1","0","4","","4669934","4b0e47bf-c36d-f111-ab0d-6045bd56e224","79fae3b2-a48c-f111-8076-000d3a81e01c"
"49428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-03-24 00:00:00.0000000","","2028-03-23 00:00:00.0000000","21","TUV Rheinland","DE-ISMS-2025-2207","1","0","4","","4669932","4b0e47bf-c36d-f111-ab0d-6045bd56e224","79fae3b2-a48c-f111-8076-000d3a81e01c"
"47428a58-aa8c-f111-8076-002248eb7656","SAP Gold Partner","2026-02-01 00:00:00.0000000","","2026-12-31 00:00:00.0000000","21","SAP SE","SAP-GP-2026-DE-1187","1","0","4","","4669931","4b0e47bf-c36d-f111-ab0d-6045bd56e224","79fae3b2-a48c-f111-8076-000d3a81e01c"
"45428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-12-03 00:00:00.0000000","","2028-12-02 00:00:00.0000000","21","BSI Group","UK-QMS-2025-5581","1","0","4","","4669929","4b0e47bf-c36d-f111-ab0d-6045bd56e224","78fae3b2-a48c-f111-8076-000d3a81e01c"
"43428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-08-07 00:00:00.0000000","","2028-08-06 00:00:00.0000000","21","BSI Group","UK-ISMS-2025-9012","1","0","4","","4669928","4b0e47bf-c36d-f111-ab0d-6045bd56e224","78fae3b2-a48c-f111-8076-000d3a81e01c"
"41428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-07-07 00:00:00.0000000","","2028-07-06 00:00:00.0000000","21","NSAI","IE-ISMS-2025-1198","1","0","4","","4669927","4b0e47bf-c36d-f111-ab0d-6045bd56e224","77fae3b2-a48c-f111-8076-000d3a81e01c"
"3f428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-03-11 00:00:00.0000000","","2027-03-10 00:00:00.0000000","21","NSAI","IE-QMS-2024-1187","1","0","4","","4669926","4b0e47bf-c36d-f111-ab0d-6045bd56e224","77fae3b2-a48c-f111-8076-000d3a81e01c"
"3d428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-01-08 00:00:00.0000000","","2028-01-07 00:00:00.0000000","21","NSAI","IE-ISMS-2025-4471","1","0","4","","4669925","4b0e47bf-c36d-f111-ab0d-6045bd56e224","76fae3b2-a48c-f111-8076-000d3a81e01c"
"3b428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-06-18 00:00:00.0000000","","2028-06-17 00:00:00.0000000","21","NSAI","IE-PIMS-2025-2214","1","0","4","","4669924","4b0e47bf-c36d-f111-ab0d-6045bd56e224","76fae3b2-a48c-f111-8076-000d3a81e01c"
"39428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-04-11 00:00:00.0000000","","2028-04-10 00:00:00.0000000","21","BSI Group","UK-ITSM-2025-2298","1","0","4","","4669923","4b0e47bf-c36d-f111-ab0d-6045bd56e224","75fae3b2-a48c-f111-8076-000d3a81e01c"
"37428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-10-25 00:00:00.0000000","","2027-10-24 00:00:00.0000000","21","BSI Group","UK-ISMS-2024-5528","1","0","4","","4669922","4b0e47bf-c36d-f111-ab0d-6045bd56e224","75fae3b2-a48c-f111-8076-000d3a81e01c"
"35428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-09-18 00:00:00.0000000","","2028-09-17 00:00:00.0000000","21","BSI Group","UK-ISMS-2025-6602","1","0","4","","4669921","4b0e47bf-c36d-f111-ab0d-6045bd56e224","74fae3b2-a48c-f111-8076-000d3a81e01c"
"33428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-04-02 00:00:00.0000000","","2027-04-01 00:00:00.0000000","21","CREST","CREST-PT-UK-3391","1","0","4","","4669920","4b0e47bf-c36d-f111-ab0d-6045bd56e224","74fae3b2-a48c-f111-8076-000d3a81e01c"
"31428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-05-06 00:00:00.0000000","","2028-05-05 00:00:00.0000000","21","BSI Group","UK-PIMS-2025-3312","1","0","4","","4669919","4b0e47bf-c36d-f111-ab0d-6045bd56e224","73fae3b2-a48c-f111-8076-000d3a81e01c"
"2f428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-07-14 00:00:00.0000000","","2027-07-13 00:00:00.0000000","21","BSI Group","UK-QMS-2024-7710","1","0","4","","4669918","4b0e47bf-c36d-f111-ab0d-6045bd56e224","73fae3b2-a48c-f111-8076-000d3a81e01c"
"2d428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-10-08 00:00:00.0000000","","2028-10-07 00:00:00.0000000","21","ABNT Brazil","BR-ITSM-2025-4471","1","0","4","","4669917","4b0e47bf-c36d-f111-ab0d-6045bd56e224","72fae3b2-a48c-f111-8076-000d3a81e01c"
"2b428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-05-30 00:00:00.0000000","","2028-05-29 00:00:00.0000000","21","ABNT Brazil","BR-ISMS-2025-6602","1","0","4","","4669916","4b0e47bf-c36d-f111-ab0d-6045bd56e224","72fae3b2-a48c-f111-8076-000d3a81e01c"
"29428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-01-15 00:00:00.0000000","","2028-01-14 00:00:00.0000000","21","IRAM Argentina","AR-QMS-2025-2214","1","0","4","","4669915","4b0e47bf-c36d-f111-ab0d-6045bd56e224","71fae3b2-a48c-f111-8076-000d3a81e01c"
"27428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-04-09 00:00:00.0000000","","2027-04-08 00:00:00.0000000","21","IRAM Argentina","AR-ISMS-2024-1750","1","0","4","","4669914","4b0e47bf-c36d-f111-ab0d-6045bd56e224","71fae3b2-a48c-f111-8076-000d3a81e01c"
"25428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-20 00:00:00.0000000","","2028-02-19 00:00:00.0000000","21","INN Chile","CL-ISMS-2025-1183","1","0","4","","4669913","4b0e47bf-c36d-f111-ab0d-6045bd56e224","70fae3b2-a48c-f111-8076-000d3a81e01c"
"23428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-10-05 00:00:00.0000000","","2026-10-04 00:00:00.0000000","21","ControlCase LatAm","PCI-L1-CL-2025-0331","1","0","4","","4669912","4b0e47bf-c36d-f111-ab0d-6045bd56e224","70fae3b2-a48c-f111-8076-000d3a81e01c"
"21428a58-aa8c-f111-8076-002248eb7656","SOC 2 Type II","2025-09-29 00:00:00.0000000","","2026-09-28 00:00:00.0000000","21","Deloitte Colombia","SOC2-2025-CBS-021","1","0","4","","4669911","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6ffae3b2-a48c-f111-8076-000d3a81e01c"
"1f428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-06-16 00:00:00.0000000","","2026-06-15 00:00:00.0000000","21","ControlCase LatAm","PCI-L1-CO-2025-0552","1","0","4","","4669910","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6ffae3b2-a48c-f111-8076-000d3a81e01c"
"1d428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-01-22 00:00:00.0000000","","2028-01-21 00:00:00.0000000","21","ICONTEC Colombia","CO-QMS-2025-0912","1","0","4","","4669909","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6ffae3b2-a48c-f111-8076-000d3a81e01c"
"1b428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-02-11 00:00:00.0000000","","2028-02-10 00:00:00.0000000","21","ANCE Mexico","MX-QMS-2025-1187","1","0","4","","4669908","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6efae3b2-a48c-f111-8076-000d3a81e01c"
"19428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-08-15 00:00:00.0000000","","2027-08-14 00:00:00.0000000","21","NYCE Mexico","MX-ISMS-2024-2290","1","0","4","","4669907","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6efae3b2-a48c-f111-8076-000d3a81e01c"
"17428a58-aa8c-f111-8076-002248eb7656","SOC 2 Type II","2025-11-03 00:00:00.0000000","","2026-11-02 00:00:00.0000000","21","A-LIGN","SOC2-2025-SCW-014","1","0","4","","4669906","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6dfae3b2-a48c-f111-8076-000d3a81e01c"
"15428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-05-19 00:00:00.0000000","","2028-05-18 00:00:00.0000000","21","Schellman & Company","US-ISMS-2025-5502","1","0","4","","4669905","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6dfae3b2-a48c-f111-8076-000d3a81e01c"
"13428a58-aa8c-f111-8076-002248eb7656","AWS Advanced Tier Services Partner","2026-01-10 00:00:00.0000000","","2026-12-31 00:00:00.0000000","21","Amazon Web Services","APN-ADV-2026-US-072","1","0","4","","4669904","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6dfae3b2-a48c-f111-8076-000d3a81e01c"
"11428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-01-09 00:00:00.0000000","","2028-01-08 00:00:00.0000000","21","SAI Global Canada","CA-ISMS-2025-3321","1","0","4","","4669903","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6cfae3b2-a48c-f111-8076-000d3a81e01c"
"0f428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-06-06 00:00:00.0000000","","2027-06-05 00:00:00.0000000","21","SAI Global Canada","CA-QMS-2024-4471","1","0","4","","4669902","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6cfae3b2-a48c-f111-8076-000d3a81e01c"
"0d428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-09-14 00:00:00.0000000","","2028-09-13 00:00:00.0000000","21","BSI Group Canada","CA-PIMS-2025-1198","1","0","4","","4669901","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6bfae3b2-a48c-f111-8076-000d3a81e01c"
"0b428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-18 00:00:00.0000000","","2028-02-17 00:00:00.0000000","21","BSI Group Canada","CA-ISMS-2025-1183","1","0","4","","4669900","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6bfae3b2-a48c-f111-8076-000d3a81e01c"
"09428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-04-02 00:00:00.0000000","","2028-04-01 00:00:00.0000000","21","Schellman & Company","US-QMS-2025-4471","1","0","4","","4669899","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6afae3b2-a48c-f111-8076-000d3a81e01c"
"07428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-11-20 00:00:00.0000000","","2027-11-19 00:00:00.0000000","21","Schellman & Company","US-ISMS-2024-6640","1","0","4","","4669898","4b0e47bf-c36d-f111-ab0d-6045bd56e224","6afae3b2-a48c-f111-8076-000d3a81e01c"
"05428a58-aa8c-f111-8076-002248eb7656","SOC 2 Type II","2025-11-10 00:00:00.0000000","","2026-11-09 00:00:00.0000000","21","Schellman & Company","SOC2-2025-ICD-009","1","0","4","","4669897","4b0e47bf-c36d-f111-ab0d-6045bd56e224","69fae3b2-a48c-f111-8076-000d3a81e01c"
"03428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-09-15 00:00:00.0000000","","2027-09-14 00:00:00.0000000","21","Schellman & Company","US-ISMS-2024-5521","1","0","4","","4669896","4b0e47bf-c36d-f111-ab0d-6045bd56e224","69fae3b2-a48c-f111-8076-000d3a81e01c"
"01428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-03-14 00:00:00.0000000","","2027-03-13 00:00:00.0000000","21","CREST","CREST-PT-US-2205","1","0","4","","4669895","4b0e47bf-c36d-f111-ab0d-6045bd56e224","69fae3b2-a48c-f111-8076-000d3a81e01c"
"ff418a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-03-10 00:00:00.0000000","","2028-03-09 00:00:00.0000000","21","BSI Group America","US-ISMS-2025-2207","1","0","4","","4669894","4b0e47bf-c36d-f111-ab0d-6045bd56e224","68fae3b2-a48c-f111-8076-000d3a81e01c"
"fd418a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-09-01 00:00:00.0000000","","2027-08-31 00:00:00.0000000","21","BSI Group America","US-QMS-2024-3312","1","0","4","","4669893","4b0e47bf-c36d-f111-ab0d-6045bd56e224","68fae3b2-a48c-f111-8076-000d3a81e01c"
"fb418a58-aa8c-f111-8076-002248eb7656","AWS Advanced Tier Services Partner","2026-02-01 00:00:00.0000000","","2026-12-31 00:00:00.0000000","21","Amazon Web Services","APN-ADV-2026-US-118","1","0","4","","4669892","4b0e47bf-c36d-f111-ab0d-6045bd56e224","67fae3b2-a48c-f111-8076-000d3a81e01c"
"f9418a58-aa8c-f111-8076-002248eb7656","SOC 2 Type II","2025-08-01 00:00:00.0000000","","2026-07-31 00:00:00.0000000","21","Moss Adams LLP","SOC2-2025-CAS-004","1","0","4","","4669890","4b0e47bf-c36d-f111-ab0d-6045bd56e224","67fae3b2-a48c-f111-8076-000d3a81e01c"
"f7418a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-05-10 00:00:00.0000000","","2027-05-09 00:00:00.0000000","21","TUV SUD America","US-ISMS-2024-8801","1","0","4","","4669889","4b0e47bf-c36d-f111-ab0d-6045bd56e224","67fae3b2-a48c-f111-8076-000d3a81e01c"
